ObjectID,GlobalID,10. Indique el tipo de agrupación territorial donde se desarrollo el proyecto,PSA_NOMBRE,modalidad_proyecto,Departamento,Municipio,13. Resguardos indígenas legalizados,13. Consejos comunitarios negros,NombreTerritorio,CorrdTerritorio,AA,C_CAR,15. Área de PSA en preservación (ha),16. Área de PSA en restauración (ha),17. Valor del incentivo a reconocer ($/ha/año),18. Ubicación en área estratégica,Especifique cuál otra ubicación en área estratégica,20. Número de familias beneficiarias,21. Nivel de ingresos promedio de las familias,22. Número de familias beneficarias campesinas,23. Número de familias beneficarias indígenas,24. Número de familias beneficarias afrodescendientes,Total de familias por grupos poblacionales,25. Número de mujeres beneficiarias,26. Número de hombres beneficiarios,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
55,fe89c010-58f3-4cd5-811e-09ce684754e3,Vereda,CONVENIO DE ASOCIACÓN ENTRE ELECTRIFICADORA DE SANTANDER S.A. E.S.P Y LA CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER CAS ,Conservacion_Biodiversidad,SANTANDER,PUERTO WILCHES,,,,+7.349038_-73.899068,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,20,20,6000000,Otra_area,PrioridadesConservacion,,,,,,,,,ce9e4508-bae1-467c-8a5d-3c9ccce71098,3/2/21 15:07,,3/2/21 15:07,,-73.899068,7.349038
56,50a88ef3-bafc-4104-8e92-020913ddf68f,Vereda,CONVENIO DE ASOCIACÓN ENTRE ELECTRIFICADORA DE SANTANDER S.A. E.S.P Y LA CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER CAS ,Conservacion_Biodiversidad,SANTANDER,HATO,,,,+6.543957_-73.308398,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,12,12,9000000,Otra_area,PrioridadesConservacion,,,,,,,,,ce9e4508-bae1-467c-8a5d-3c9ccce71098,3/2/21 15:07,,3/2/21 15:07,,-73.308398,6.543957
57,862adaf6-b779-4a45-8abc-deb755a5e910,Vereda,CONVENIO DE ASOCIACÓN ENTRE ELECTRIFICADORA DE SANTANDER S.A. E.S.P Y LA CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER CAS ,Conservacion_Biodiversidad,SANTANDER,SIMACOTA,,,,+6.443471_-73.337367,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,9000000,Otra_area,PrioridadesConservacion,,,,,,,,,ce9e4508-bae1-467c-8a5d-3c9ccce71098,3/2/21 15:07,,3/2/21 15:07,,-73.337367,6.443471
58,a0381f3e-6661-4927-80d6-61cd292bd8df,Vereda,CONVENIO DE ASOCIACÓN ENTRE ELECTRIFICADORA DE SANTANDER S.A. E.S.P Y LA CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER CAS ,Conservacion_Biodiversidad,SANTANDER,HATO,,,,+6.543957_-73.308398,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,9000000,Otra_area,PrioridadesConservacion,,,,,,,,,ce9e4508-bae1-467c-8a5d-3c9ccce71098,3/2/21 15:07,,3/2/21 15:07,,-73.308398,6.543957
59,62d278d6-b95d-47e5-81f7-9bb42a393925,Vereda,CONVENIO DE ASOCIACÓN ENTRE ELECTRIFICADORA DE SANTANDER S.A. E.S.P Y LA CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER CAS ,Conservacion_Biodiversidad,SANTANDER,PUERTO WILCHES,,,,+7.349038_-73.899068,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,8,8,6000000,Otra_area,PrioridadesConservacion,,,,,,,,,ce9e4508-bae1-467c-8a5d-3c9ccce71098,3/2/21 15:07,,3/2/21 15:07,,-73.899068,7.349038
60,ddb3a46c-687c-4295-878b-d944249bf6b6,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,FLORIÁN,,,,+5.804659_-73.971430,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,11,11,7200000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.97143,5.804659
61,e09723a7-3a03-4ffc-8440-dc1d187417ec,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,FLORIÁN,,,,+5.804659_-73.971430,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,4,4,7200000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.97143,5.804659
62,f8007a68-c98b-4653-8f7e-a75d44677225,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,FLORIÁN,,,,+5.804659_-73.971430,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,12,12,7000000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.97143,5.804659
63,d976d404-3350-415c-8822-28a45e6773aa,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,FLORIÁN,,,,+5.804659_-73.971430,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,1,1,1272000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.97143,5.804659
64,378adfa3-976d-47fd-8bd5-9456ab5fa96f,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,FLORIÁN,,,,+5.804659_-73.971430,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,6072000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.97143,5.804659
65,a25b6505-5e35-48ae-8000-52780aadf129,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,FLORIÁN,,,,+5.804659_-73.971430,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,7200000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.97143,5.804659
66,fd041c6f-8554-40e5-8e32-064ccf38c828,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,FLORIÁN,,,,+5.804659_-73.971430,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,8,8,7200000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.97143,5.804659
67,d1786e80-19b8-400f-8ea1-6b4c29b7d0bd,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,JESÚS MARÍA,,,,+5.876497_-73.783396,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,6,6,7200000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.783396,5.876497
68,85349f84-0df1-4b42-8213-95f576b81212,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,JESÚS MARÍA,,,,+5.876497_-73.783396,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,9,9,7000000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.783396,5.876497
69,11c5da2a-3ecf-4cb3-8edc-c4e3bd9581bb,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,JESÚS MARÍA,,,,+5.876497_-73.783396,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,7200000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.783396,5.876497
70,f80c4c36-5f30-4835-8240-e5aa30ee0c3b,Vereda,Convenio 6500002874 Corporación Autónoma Regional – CAS y Transportadora de Gas Internacional TGI S.A ESP.,Conservacion_Biodiversidad,SANTANDER,JESÚS MARÍA,,,,+5.876497_-73.783396,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,2,2,4440000,Otra_area,PrioridadesConservacion,,,,,,,,,a4bc2642-be01-42e9-84b1-8e1cff7fd0ab,3/2/21 16:30,,3/2/21 16:30,,-73.783396,5.876497
71,5b90dee2-47c3-4d66-8f6f-4726aad3aac4,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ZAPATOCA,,,,+6.814338_-73.267910,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,9,9,21600000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.26791,6.814338
72,fec051b6-4e4f-4034-8039-b781c716f5f2,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ZAPATOCA,,,,+6.814338_-73.267910,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,9,9,21600000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.26791,6.814338
73,25d99125-de78-4c79-8b32-80e16c623872,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ZAPATOCA,,,,+6.814338_-73.267910,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,7,7,15840000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.26791,6.814338
74,ea8afa1b-ff22-48f3-8a71-c91f4d05ea50,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ZAPATOCA,,,,+6.814338_-73.267910,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,5,5,21600000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.26791,6.814338
75,d9cce41d-df61-4a97-881f-801d10755f8e,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ZAPATOCA,,,,+6.814338_-73.267910,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,2,2,12960000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.26791,6.814338
76,d6f3439d-ba51-40f9-895d-3c6b96f59ceb,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,SAN VICENTE DE CHUCURÍ,,,,+6.880382_-73.411023,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,46,46,21600000,Otra_area,,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.411023,6.880382
77,cf0c3001-b0bf-49d2-817a-8c1d46e5db0e,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,SAN VICENTE DE CHUCURÍ,,,,+6.880382_-73.411023,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,4,4,21600000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.411023,6.880382
78,5a1630db-9c7c-4f01-8d19-a596ee37acfe,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,SAN VICENTE DE CHUCURÍ,,,,+6.880382_-73.411023,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,21600000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.411023,6.880382
79,13f94be1-d459-4253-8d71-3575d34b3af4,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,BETULIA,,,,+6.899525_-73.283669,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,24,24,21600000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.283669,6.899525
80,7bfad3ab-1f57-436f-8922-dedb298ccc7f,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,BETULIA,,,,+6.899525_-73.283669,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,6,6,21600000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.283669,6.899525
81,f4ac03a8-da53-440e-84e1-6fb476fbfcb0,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ENCINO,,,,+6.137428_-73.987486,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,27000000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.987486,6.137428
82,56e857a9-93df-4567-813f-b9482d7caf1c,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ENCINO,,,,+6.137428_-73.987486,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,7,7,27000000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.987486,6.137428
83,f62e9da5-d7fa-4819-8cfb-25ba1a98dc63,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ENCINO,,,,+6.137428_-73.987486,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,27000000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.987486,6.137428
84,c5bbae47-1e0c-4982-8e99-73eac5ccdbea,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ENCINO,,,,+6.137428_-73.987486,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,5,5,27000000,"REAA,Otra_area",PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.987486,6.137428
85,ee01200a-b154-4135-8a68-2c4a7c2b8f6e,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ENCINO,,,,+6.137428_-73.987486,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,27000000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.987486,6.137428
86,1d77b236-47bc-424d-8afc-5720207bc35a,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ENCINO,,,,+6.137428_-73.987486,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,9,9,27000000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.987486,6.137428
87,3c54cfad-657f-4ef2-85e6-84792c6b3859,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ENCINO,,,,+6.137428_-73.987486,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,6,6,27000000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.987486,6.137428
88,994d1fa1-ad2e-4830-85c2-14633291af34,Vereda,CONVENIO ISAGEN - CAS PARA LA IMPLEMENTACION DE UN MODELO DE PAGO POR SERVICIOS AM,Conservacion_Biodiversidad,SANTANDER,ENCINO,,,,+6.137428_-73.987486,CAS,CORPORACION AUTONOMA REGIONAL DE SANTANDER,3,3,27000000,Otra_area,PrioridadesConservacion,,,,,,,,,867a7f18-2678-4e90-85d4-3e4baf6c1219,3/2/21 21:22,,3/2/21 21:22,,-73.987486,6.137428
89,d655717b-536b-4c7f-8c90-1733a03907df,,PSA CSB,Conservacion_Biodiversidad,,,,,,,,,,,,,,,,,,,,,,c1512d9b-8fc1-493a-817f-a33fbada07c8,3/8/21 16:16,,3/8/21 16:16,,0,0
90,6dc119a2-7446-4173-8c35-652bb03f4c90,,PSA CSB,Conservacion_Biodiversidad,,,,,,,,,,,,,,,,,,,,,,c1512d9b-8fc1-493a-817f-a33fbada07c8,3/8/21 16:16,,3/8/21 16:16,,0,0
91,9a541f4c-5d50-4aee-8b12-1a78c78922c3,,PSA CSB,Conservacion_Biodiversidad,,,,,,,,,,,,,,,,,,,,,,c1512d9b-8fc1-493a-817f-a33fbada07c8,3/8/21 16:16,,3/8/21 16:16,,0,0
93,b890d68c-c6e2-419b-8598-6073ba500f78,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,ANZÁ,,,El Nudillo,+6.302641_-75.854442,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,23,1,294000,RUNAP,,2,Menos_un_salario_minimo,2,0,0,2,1,1,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.854442,6.302641
94,05641e07-2004-4285-9ba2-c6211e71c971,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,ANZÁ,,,LA CEJITA,+6.302641_-75.854442,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,57,2,294000,RUNAP,,7,Menos_un_salario_minimo,7,0,0,7,1,6,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.854442,6.302641
95,7c58d6c9-bc9d-4aaf-a6eb-0f1b9858d72b,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,ANZÁ,,,LA CHUSCALITA,+6.302641_-75.854442,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,61,2,294000,RUNAP,,4,Menos_un_salario_minimo,4,0,0,4,2,2,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.854442,6.302641
96,c6903237-b43c-48bb-a686-f9baa88b82fe,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,ANZÁ,,,LA MATA,+6.302641_-75.854442,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,17,1,294000,RUNAP,,1,Menos_un_salario_minimo,1,0,0,1,0,1,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.854442,6.302641
97,8f1a6bca-cab2-4f6a-a9dd-65269674d54d,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,ANZÁ,,,LOS LLANOS,+6.302641_-75.854442,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,64,2,294000,RUNAP,,9,Menos_un_salario_minimo,9,0,0,9,5,4,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.854442,6.302641
98,7867d359-927a-4ff8-b170-b6992dbe7dd6,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,BELMIRA,,,LA AMOLADORA,+6.606319_-75.667779,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,6,1,1362000,Otra_area,PrioridadesConservacion,3,Menos_un_salario_minimo,3,0,0,3,0,3,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.667779,6.606319
99,da6ee1cb-a3b0-498e-907c-0c49016699ff,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,BELMIRA,,,LA CANDELARIA,+6.606319_-75.667779,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,12,1,1362000,Otra_area,PrioridadesConservacion,3,Menos_un_salario_minimo,3,0,0,3,2,1,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.667779,6.606319
100,1bfd3ab1-28ee-48ed-bd5b-109ee42c9e90,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,BELMIRA,,,PLAYAS,+6.606319_-75.667779,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,2,1,1362000,Otra_area,PrioridadesConservacion,1,Menos_un_salario_minimo,1,0,0,1,0,1,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.667779,6.606319
101,284d104e-90aa-4178-ad55-fa5b7267f738,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,BELMIRA,,,RÍO ARRIBA,+6.606319_-75.667779,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,10,1,1362000,Otra_area,PrioridadesConservacion,3,Menos_un_salario_minimo,3,0,0,3,1,2,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.667779,6.606319
102,4b94647c-9acf-44ab-9625-0ed0e1245fd0,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,BELMIRA,,,SAN JOSÉ,+6.606319_-75.667779,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,8,0,1362000,Otra_area,PrioridadesConservacion,2,Menos_un_salario_minimo,2,0,0,2,1,1,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.667779,6.606319
103,6f45f61a-3bd3-43b6-ad74-6d52b184d434,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,BELMIRA,,,SANTO DOMINGO,+6.606319_-75.667779,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,8,0,1362000,Otra_area,PrioridadesConservacion,3,Menos_un_salario_minimo,3,0,0,3,1,2,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.667779,6.606319
104,52b7f7be-241c-49c1-8ae7-ea7b034d7bcc,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,CAICEDO,,,EL ENCANTO,+6.405606_-75.982930,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,124,3,294000,RUNAP,,9,Menos_un_salario_minimo,9,0,0,9,0,9,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.98293,6.405606
105,a692ef14-47f3-4ffa-976b-78dea27890ac,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,CAICEDO,,,LA CASCAJALA,+6.405606_-75.982930,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,130,3,294000,RUNAP,,8,Menos_un_salario_minimo,8,0,0,8,3,5,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.98293,6.405606
106,49444c2a-3cbd-486a-9c94-9129c7490f65,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,CAICEDO,,,LA MANGA,+6.405606_-75.982930,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,17,1,294000,RUNAP,,1,Menos_un_salario_minimo,1,0,0,1,1,0,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.98293,6.405606
107,df48e452-eae0-45d5-beed-355111600a57,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,CAICEDO,,,LA NOQUE,+6.405606_-75.982930,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,68,1,294000,RUNAP,,4,Menos_un_salario_minimo,4,0,0,4,1,3,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.98293,6.405606
108,67f660d1-9d6b-4747-8f8f-2fe7232198db,Vereda,FAMILIAS POR LA VIDA,Conservacion_Biodiversidad,ANTIOQUIA,CAICEDO,,,LA SOLEDAD,+6.405606_-75.982930,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,51,1,294000,RUNAP,,3,Menos_un_salario_minimo,3,0,0,3,1,2,897a9627-1eef-4772-80c0-bafdbdb4f879,3/26/21 22:03,,3/26/21 22:03,,-75.98293,6.405606
