ObjectID,GlobalID,10. Indique el tipo de agrupación territorial donde se desarrollo el proyecto,PSA_NOMBRE,modalidad_proyecto,Departamento,Municipio,13. Resguardos indígenas legalizados,13. Consejos comunitarios negros,NombreTerritorio,CorrdTerritorio,AA,C_CAR,15. Área de PSA en preservación (ha),16. Área de PSA en restauración (ha),17. Valor del incentivo a reconocer ($/ha/año),18. Ubicación en área estratégica,Especifique cuál otra ubicación en área estratégica,20. Número de familias beneficiarias,21. Nivel de ingresos promedio de las familias,22. Número de familias beneficarias campesinas,23. Número de familias beneficarias indígenas,24. Número de familias beneficarias afrodescendientes,Total de familias por grupos poblacionales,25. Número de mujeres beneficiarias,26. Número de hombres beneficiarios,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
778,2885849f-8eb2-4428-b5bd-cc4ab307c52e,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO EN LOS MINICIPIOS DE ANGOSTURA, ANORI, BELMIRA, BRICEÑO, CAMPAMENTO, GOMEZ PLATA, GUADALUPE Y SAN ANDRES DE CUERQUI",Regulacion_calidad_hidrica,ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,,,El Barro,+6.912558_-75.676007,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,37,13,2331006,Otra_area,OfertaHidrica,5,SISBEN,5,0,0,5,3,2,68e085dd-9371-4879-a462-1e5fc24d29d1,3/31/21 0:20,,3/31/21 0:20,,-75.676007,6.912558
779,f69d463b-6cca-48ac-9aed-bc2264f1cda7,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO EN LOS MINICIPIOS DE ANGOSTURA, ANORI, BELMIRA, BRICEÑO, CAMPAMENTO, GOMEZ PLATA, GUADALUPE Y SAN ANDRES DE CUERQUI",Regulacion_calidad_hidrica,ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,,,La Chorrera,+6.912558_-75.676007,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,18,0,2331006,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,1,1,68e085dd-9371-4879-a462-1e5fc24d29d1,3/31/21 0:20,,3/31/21 0:20,,-75.676007,6.912558
780,abdba2e4-7250-492b-8f27-d04a64f255b4,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO EN LOS MINICIPIOS DE ANGOSTURA, ANORI, BELMIRA, BRICEÑO, CAMPAMENTO, GOMEZ PLATA, GUADALUPE Y SAN ANDRES DE CUERQUI",Regulacion_calidad_hidrica,ANTIOQUIA,GÓMEZ PLATA,,,Cañaveral,+6.683268_-75.220018,CORANTIOQUIA,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA,17,1,2331006,Otra_area,OfertaHidrica,14,SISBEN,14,0,0,14,2,12,68e085dd-9371-4879-a462-1e5fc24d29d1,3/31/21 0:20,,3/31/21 0:20,,-75.220018,6.683268
781,629d622f-4394-4df3-9ab6-86fc77611181,Vereda,"Pago por Servicios Ambientales Municipio de Itagüí
",Regulacion_calidad_hidrica,ANTIOQUIA,ITAGÜÍ,,,LA MARIA,+6.169597_-75.614358,AMVA,AREA METROPOLITANA DEL VALLE DE ABURRA,1,0,1187097,,,11,SISBEN,11,0,0,11,5,6,15075ebb-8a12-4244-8540-6966fe0a84ce,3/31/21 0:56,,3/31/21 0:56,,-75.614358,6.169597
782,6d74c1f0-5b2a-44af-9423-2dc41d7fbd8e,Vereda,"Pago por Servicios Ambientales Municipio de Itagüí
",Regulacion_calidad_hidrica,ANTIOQUIA,ITAGÜÍ,,,EL PEDREGAL,+6.169597_-75.614358,AMVA,AREA METROPOLITANA DEL VALLE DE ABURRA,6,1,1204000,Otra_area,ImportanciaEcologica,17,SISBEN,17,0,0,17,3,14,15075ebb-8a12-4244-8540-6966fe0a84ce,3/31/21 0:56,,3/31/21 0:56,,-75.614358,6.169597
783,98e3a04e-75fb-437d-9508-7869f34ea8e3,Vereda,"Pago por Servicios Ambientales Municipio de Itagüí
",Regulacion_calidad_hidrica,ANTIOQUIA,ITAGÜÍ,,,LOMA DE LOS ZULETA,+6.169597_-75.614358,AMVA,AREA METROPOLITANA DEL VALLE DE ABURRA,2,0,1187097,Otra_area,ImportanciaEcologica,3,SISBEN,3,0,0,3,2,1,15075ebb-8a12-4244-8540-6966fe0a84ce,3/31/21 0:56,,3/31/21 0:56,,-75.614358,6.169597
784,c02cabac-bcdc-4a27-9414-c449fa42890a,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,Bonilla,+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,7,0,2773536,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,1,0,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
785,608a8b36-a15d-4a9f-8cee-9b665376bae2,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"Concordia
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,10,0,2773536,Otra_area,OfertaHidrica,3,SISBEN,3,0,0,3,0,2,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
786,bc022c66-38d6-4882-8e5c-c0b8d6c69712,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,Despensas,+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,23,0,2773536,Otra_area,OfertaHidrica,11,SISBEN,11,0,0,11,4,6,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
787,a5ffc4b3-5a4d-497c-9eda-0d2a51fd57c8,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"El Carmelo
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,18,0,2773536,"REAA,RUNAP,Otra_area",OfertaHidrica,8,SISBEN,8,0,0,8,2,6,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
788,d83869f9-e3a0-413f-bc6f-7d3eb8801388,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"El Marial
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,1,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,1,0,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
789,e75e6ea6-7986-40dd-9996-2afe2ca206b8,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,El Morro,+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,34,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,0,0,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
790,57ce8566-ac0e-46ad-85a8-284fdba55628,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"El Salto
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,4,0,2773536,Otra_area,,2,SISBEN,2,0,0,2,0,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
791,18269be5-ebc9-41e0-8a84-75488372677a,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,Guamito,+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,1,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,0,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
792,4584c1cb-f2c9-4e32-ae69-7c94604d9071,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,Hélida,+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,2,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,1,0,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
793,7f3ddce1-23cd-477d-88a0-48c6869d5c73,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"La Culebra
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,4,0,2773536,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,1,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
794,5642688a-1de3-4184-8f45-fb8e179bfe82,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"Meseta
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,9,0,2773536,Otra_area,OfertaHidrica,4,SISBEN,4,0,0,4,1,3,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
795,ca60004b-24bd-4cea-937a-80b7b807c7f3,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"Minitas
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,11,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,0,0,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
796,8d6ac376-7859-49a9-9126-ca3207ff1080,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"Palmira
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,5,0,2773536,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,1,0,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
797,11c75953-18ad-4128-8b75-803f9b7f9807,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"Primavera
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,5,0,2773536,Otra_area,OfertaHidrica,3,SISBEN,3,0,0,3,1,2,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
798,45481311-26ed-4a0d-8c18-e1b4564770b6,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,PEÑOL,,,"Santa Inés
",+6.219419_-75.242773,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,2,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,0,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.242773,6.219419
799,7fec9d65-e8bd-4b9c-99c9-cc7c2a39b765,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"Buena vista
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,8,0,2773536,Otra_area,OfertaHidrica,3,SISBEN,3,0,0,3,1,2,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
800,75feba28-94f5-411b-9a8c-0c3b0bdd123d,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"Concordia
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,12,0,2773536,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,0,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
801,384fa42e-4848-419f-981d-c38065c7819c,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"Cristalina cruces
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,17,0,2773536,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,1,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
802,603d2624-036e-412a-ba3e-d02008177f36,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Chuscal
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,16,0,2773536,Otra_area,OfertaHidrica,4,SISBEN,4,0,0,4,0,4,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
803,ab10500b-af36-4936-b8b0-30e82c49d463,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Concilio
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,1,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,0,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
804,4a537d79-5c2e-40dd-ab92-ba1463154edb,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Eden
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,9,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,0,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
805,0a9b8c3a-8bd8-4aa9-b591-99f5442e6cb8,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Jardin
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,7,0,2773536,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,0,2,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
806,eac20426-a68b-4f7b-8e89-e923c05e3027,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Libertador
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,5,0,2773536,Otra_area,OfertaHidrica,3,SISBEN,3,0,0,3,0,3,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
807,51df708c-0d10-4f21-8e4b-a9b6f8879952,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Roble
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,3,0,2773536,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,0,2,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
808,c078f24a-e612-4344-b735-5b859b6b2a57,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Tablazo
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,1,0,2773536,Otra_area,OfertaHidrica,1,SISBEN,1,0,0,1,0,1,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
809,f9bfd362-11f3-44e8-9931-7e8873f52423,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Tabor
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,10,0,2773536,Otra_area,OfertaHidrica,4,SISBEN,4,0,0,4,1,3,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
810,11ea0f06-6a9c-470c-b061-196cd876d9c3,Vereda,"DAR CONTINUIDAD AL ESQUEMA DE PAGO POR SERVICIOS AMBIENTALES, PARA LA CONSERVACION DE ECOSISTEMAS ESTRATEGICOS ASOCIADOS AL RECURSO HIDRICO, EN LOS MUNICIPIOS DEL PEÑOL, GRANADA, GUATAPE, SAN CARLOS Y SAN RAFAEL QUE CONFORMAN LA REGIONAL AGUAS DE CORNARE ",Regulacion_calidad_hidrica,ANTIOQUIA,GRANADA,,,"El Vergel
",+6.142896_-75.184445,CORNARE,CORPORACION AUTONOMA REGIONAL RIONEGRO  NARE,4,0,2773536,Otra_area,OfertaHidrica,2,SISBEN,2,0,0,2,0,2,40635459-a071-4ea2-8454-9e68902a420d,3/31/21 1:27,,3/31/21 1:27,,-75.184445,6.142896
